Feature_ID,BL21_12hr-BL21_3hr_logFC,BL21_12hr-control_12hr_logFC,BL21_3hr-control_3hr_logFC,CC_12hr-CC_3hr_logFC,CC_12hr-control_12hr_logFC,CC_3hr-control_3hr_logFC,control_12hr-control_3hr_logFC,LPS_12hr-control_12hr_logFC,LPS_12hr-LPS_3hr_logFC,LPS_3hr-control_3hr_logFC
ENSG00000197429,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000197442,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000197448,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197451,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000197457,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000197461,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000197467,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197472,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000197496,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197497,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000197498,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000197506,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000197520,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000197530,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197535,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000197536,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197548,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197555,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197557,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197562,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197563,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197565,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197566,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197568,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197579,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000197580,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000197586,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197594,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197601,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000197603,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197608,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197619,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197620,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197622,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000197635,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197646,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000197647,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197694,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197696,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197702,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000197712,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197713,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197714,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000197724,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000197728,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000197746,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197747,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197756,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000197763,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197763,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197771,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000197774,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000197776,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197779,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197780,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000197782,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197785,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197798,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000197808,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197818,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000197822,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197837,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000197841,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197852,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197857,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197858,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197860,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197863,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197872,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197879,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000197885,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000197892,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197894,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197903,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197905,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197912,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000197927,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000197928,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000197930,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197933,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000197937,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000197943,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000197948,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197951,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197956,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197958,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000197961,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000197965,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000197969,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197971,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000197976,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000197977,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000197978,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000197980,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000197982,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198000,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198001,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198015,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198018,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198026,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000198034,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198039,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198040,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198042,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198053,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198055,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198056,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198060,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198064,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198074,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198081,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198087,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198089,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198093,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198105,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198113,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198121,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198130,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000198131,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198133,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198142,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198146,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000198157,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198160,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198162,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000198168,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198169,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198171,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198176,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198182,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198189,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198198,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198203,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198205,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198208,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198218,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198225,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198231,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198242,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000198246,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198252,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198258,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198265,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198270,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198276,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198298,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198301,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198315,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198331,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198342,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198346,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198355,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000198356,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198363,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198369,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198373,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198380,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198382,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198393,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198399,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198408,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198417,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198420,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198431,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198440,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198453,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198455,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198464,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198466,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198467,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000198468,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198478,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000198482,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198492,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198498,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198502,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198513,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198517,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198520,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198521,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198522,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198538,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198542,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198546,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000198551,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198553,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000198554,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198556,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198561,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198563,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198585,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198586,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198589,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198598,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198604,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198612,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198624,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198625,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198642,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198646,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198648,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000198663,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198668,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000198673,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198677,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198682,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198689,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198690,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000198691,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198695,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198700,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198707,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000198712,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198715,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000198718,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198720,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198721,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000198722,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198727,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000198728,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000198730,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198732,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198736,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000198740,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000198742,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198743,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000198746,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000198752,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198755,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000198763,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198768,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198780,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000198783,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000198786,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
